NCPPB ID	BioSample	NCBI strain	NCBI assemblies	PhytoBacExplorer assemblies	NCPPB_number	taxon	genus	species	sub_species	pathovar	catalogue_name	name_as_received	synonyms	organism_author	organism_type	type_strain	pathotype_strain	country_of_origin	country_of_isolation	location	location_name	host	isolated_from	isolated_by	donor	donor_institution	donor_reference	year_of_accession	year_of_isolation	pathogenic_to	pathogenicity_confirmed	literature	public_notes	other_collections	sequence_types	sequenced	sequencing_notes	url_link_ncbi	url_link_q_bank	detail_url	Basis for match
NCPPB 2501					2501	Pseudomonas sp.					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		Migula 1894	Bacteria	No	No	UK				Magnolia soulangeana		P Roberts A412/c				1972	1972		No		LOPAT +-----. (not pathogenic).							https://ncppb.fera.co.uk/furtherinfo/2501	
NCPPB 2502					2502	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas viridiflava		(Burkholder 1930) Dowson 1939	Bacteria	No	No	Netherlands				Berberis sp.		P. Roberts A415/3				1973	1972		No		LOPAT --+--. LOPAT Group II. Atypical REP-PCR profile.	LMG 5196						https://ncppb.fera.co.uk/furtherinfo/2502	
NCPPB 2505					2505	Ralstonia solanacearum					Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996	Pseudomonas solanacearum (Smith 1896) 1914	Burkholderia solanacearum (Smith 1896) Yabuuchi et al. 1993, Pseudomonas solanacearum (Smith 1896) Smith 1914	(Smith 1896) Yabuuchi et al. 1996	Bacteria	No	No	Sweden				Solanum tuberosum		K. Olssen Ps10				1973	1972		Yes		Biovar II (NCPPB).SMT reference strain (EC official method),	SMT24, CFBP 4599						https://ncppb.fera.co.uk/furtherinfo/2505	
NCPPB 2507					2507	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Hungary		2	NCPPB Primary Storage	Prunus armeniaca			Z. Klement Ap-7			1973	1969		Yes			ICMP 3924		No				https://ncppb.fera.co.uk/furtherinfo/2507	
NCPPB 2508					2508	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Hungary				Malus sylvestris var. paradisiaca		Z. Klement Ma-3				1973	1969		Yes		REP-PCR cluster of mainly Gramineae strains.Genomospecies 1?	ICMP 3930						https://ncppb.fera.co.uk/furtherinfo/2508	
NCPPB 2509					2509	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Hungary				Malus sylvestris var. paradisiaca		ex E. Visnyovszky Alma-1	Z. Klement		Alma-1	1973	1972		Yes		REP-PCR unique?							https://ncppb.fera.co.uk/furtherinfo/2509	
NCPPB 2510					2510	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Hungary		2	NCPPB Primary Storage	Prunus persica		Z. Klement Pe-2				1973	1969		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2510	
NCPPB 2514					2514	Pseudomonas syringae pv. eriobotryae					Pseudomonas syringae pv. eriobotryae (Takimoto 1931) Young, Dye & Wilkie 1978	Pseudomonas eriobotryae		(Takimoto 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	USA				Eriobotrya japonica		M. Lai 4060				1973	1970		Yes	Lai, M., Morrin, C.W., Weigle, C.G. 1972. Phytopathol. 62: 310	Strain A							https://ncppb.fera.co.uk/furtherinfo/2514	
NCPPB 2515					2515	Pseudomonas syringae pv. eriobotryae					Pseudomonas syringae pv. eriobotryae (Takimoto 1931) Young, Dye & Wilkie 1978	Pseudomonas eriobotryae		(Takimoto 1931) Young, Dye & Wilkie 1978	Bacteria	No	No	USA				Eriobotrya japonica		M Lai 4104				1973	1970		Yes	Lai, M., Morrin, C.W., Weigle, C.G. 1972. Phytopathol. 62: 310	Strain B.Atypical REP-PCR profile.							https://ncppb.fera.co.uk/furtherinfo/2515	
NCPPB 2516					2516	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA				Nerium oleander			Lai		4138	1973			No			ICMP 4416						https://ncppb.fera.co.uk/furtherinfo/2516	
NCPPB 2518					2518	Pseudomonas sp.					Pseudomonas sp.	Pseudomonas sp. (not pathogenic)		Migula 1894	Bacteria	No	No	USA				Soil, manured		D. Sands & L. Hankin Soil 48-2				1973	1972		No		Fatty acids typical of Pseudomonas sp. LOPA -+++. Associated with plant material; not known to be pathogenic.							https://ncppb.fera.co.uk/furtherinfo/2518	
NCPPB 2563					2563	Pseudomonas syringae pv. tomato					Pseudomonas syringae pv. tomato (Okabe 1933) Young, Dye and Wilkie 1978	Pseudomonas tomato		(Okabe 1933) Young, Dye and Wilkie 1978	Bacteria	No	No	UK				Solanum lycopersicum		E. Buckler P16A/AB2				1973	1973		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2563	
NCPPB 2571					2571	Pseudomonas savastanoi pv. phaseolicola					Pseudomonas syringae pv. phaseolicola ( Burkholder 1926 ) Young et al. 1976	Pseudomonas phaseolicola Burkholder 1926	Pseudomonas syringae pv. phaseolicola (Burkholder 1926) Young et al. 1978	( Burkholder 1926 ) Gardan et al. 1992	Bacteria	No	No	UK				Phaseolus vulgaris		J.D. Taylor 54A				1974	1966		Yes		Race 2							https://ncppb.fera.co.uk/furtherinfo/2571	
NCPPB 2585					2585	Pseudomonas syringae pv. pisi					Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas  pisi		(Sacket 1916) Young, Dye & Wilkie 1978	Bacteria	No	Yes	New Zealand		2	NCPPB Primary Storage	Pisum sativum		ex D.R.W. Watson	J.D. Taylor	ex DSIRNZ 2452	203	1974	1969		Yes		Race 2. Exhibits ice nucleation activity. REP-PCR cluster 50	ICMP 2452, CFBP 2105, LMG 5079		No				https://ncppb.fera.co.uk/furtherinfo/2585	
NCPPB 2596					2596	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Brazil		2	NCPPB Primary Storage	Hibiscus esculentus		ex O. Kimura	C.F. Robbs		ENA-746	1974	1970		Yes		REP-PCR close to pv.phaseolicola(cluster 4).Genomospecies 2?			No				https://ncppb.fera.co.uk/furtherinfo/2596	
NCPPB 2598	SAMN00752554 SAMN02469668 SAMN02471731 	   	GCF_000444115.1 GCF_000245395.1 		2598	Pseudomonas syringae pv. theae					Pseudomonas syringae pv. theae (Hori 1915) Young, Dye and Wilkie 197	Pseudomonas  theae		(Hori 1915) Young, Dye and Wilkie 1978	Bacteria	No	Yes	Japan		2	NCPPB Primary Storage	Camellia sinensis		M. Goto PT1				1974	1970		Yes			PDDCC 3923, ICMP 3923, CFBP 2353, LMG 5092		No				https://ncppb.fera.co.uk/furtherinfo/2598	 title = P. s. pv. theae NCPPB2598;  strain = NCPPB 2598; title = Sample from Pseudomonas syringae pv. theae NCPPB 2598;  title = Sample from Pseudomonas syringae pv. theae NCPPB 2598; strain = NCPPB 2598; 
NCPPB 2599					2599	Pseudomonas syringae pv. theae					Pseudomonas syringae pv. theae (Hori 1915) Young, Dye and Wilkie 1978	Pseudomonas  theae		(Hori 1915) Young, Dye and Wilkie 1978	Bacteria	No	No	Japan		2	NCPPB Primary Storage	Camellia sinensis		M. Goto PT2				1974	1970		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2599	
NCPPB 2607					2607	Pseudomonas amygdali					Pseudomonas amygdali Psallidas and Panagopoulos 1975	Pseudomonas amygdali Psallidas and Panagopoulos 1975		Psallidas and Panagopoulos 1975	Bacteria	Yes	No	Greece		2	NCPPB Primary Storage	Prunus amygdalus		C.G. Panagopoulos & P.G. Psallidas All				1974	1967		Yes			ICMP 3918, ATCC 33614, LMG 2123		No				https://ncppb.fera.co.uk/furtherinfo/2607	
NCPPB 2608					2608	Pseudomonas amygdali					Pseudomonas amygdali Psallidas and Panagopoulos 1975	Pseudomonas amygdali Psallidas and Panagopoulos 1975		Psallidas and Panagopoulos 1975	Bacteria	No	No	Greece		2	NCPPB Primary Storage	Prunus amygdalus		C.G. Panagopoulos & P.G. Psallidas Al9				1974	1967		No					No				https://ncppb.fera.co.uk/furtherinfo/2608	
NCPPB 2609					2609	Pseudomonas amygdali					Pseudomonas amygdali Psallidas and Panagopoulos 1975	Pseudomonas amygdali Psallidas and Panagopoulos 1975		Psallidas and Panagopoulos 1975	Bacteria	No	No	Greece		2	NCPPB Primary Storage	Prunus amygdalus		C.G. Panagopoulos & P.G. Psallidas Al18				1974	1967		No					No				https://ncppb.fera.co.uk/furtherinfo/2609	
NCPPB 2610					2610	Pseudomonas amygdali					Pseudomonas amygdali Psallidas and Panagopoulos 1975	Pseudomonas amygdali Psallidas and Panagopoulos 1975		Psallidas and Panagopoulos 1975	Bacteria	No	No	Greece		2	NCPPB Primary Storage	Prunus amygdalus		C.G. Panagopoulos & P.G. Psallidas Al551				1974	1968		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2610	
NCPPB 2612					2612	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	Yes	New Zealand		2	NCPPB Primary Storage	Triticum aestivum		J.P. Wilkie A340				1974	1968		Yes			NZRCC 10053, ICMP 4394, CFBP 2213, LMG 5096		No				https://ncppb.fera.co.uk/furtherinfo/2612	
NCPPB 2613					2613	Pseudomonas syringae pv. atrofaciens					Pseudomonas syringae pv. atrofaciens (McCulloch 1920) Young, Dye & Wilkie 1978	Pseudomonas atrofaciens		(McCulloch 1920) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand		2	NCPPB Primary Storage	Triticum aestivum		D.W. Dye PV2		ex ICMP 1911		1974	1967		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2613	
NCPPB 2617					2617	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Brazil		2	NCPPB Primary Storage	Phaseolus vulgaris		ex R.de L.D. Ribeiro	C.F. Robbs		ENA-2035	1974	1973		Yes		REP-PCR close to pv.phaseolicola(cluster 4).Genomospecies 2?	ICMP 4525		No				https://ncppb.fera.co.uk/furtherinfo/2617	
NCPPB 2618					2618	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Brazil		2	NCPPB Primary Storage	Phaseolus vulgaris		ex R. de L.D. Ribeiro	C.F. Robbs	.	ENA-2077	1974	1973		Yes			ICMP 4410		No				https://ncppb.fera.co.uk/furtherinfo/2618	
NCPPB 2630					2630	Pseudomonas panacis					Pseudomonas marginalis pv. marginalis (Brown 1918) Stevens 1925	Pseudomonas marginalis (Brown 1918) Stevens 1925	Pseudomonas panacis Park et al. 2005	(Brown 1918) Stevens 1925	Bacteria	No	No	UK		2	NCPPB Primary Storage	Phragmipedium vittatum		J.E. Sellwood A515				1974	1974		Yes		Whole genome sequencing places this strain in P. panacis (NCPPB July 2023)			No				https://ncppb.fera.co.uk/furtherinfo/2630	
NCPPB 2635					2635	Pseudomonas syringae pv. helianthi					Pseudomonas syringae pv. helianthi (Kawamura 1934) Young, Dye & Wilkie 1978	Pseudomonas helianthi		(Kawamura 1934) Young, Dye & Wilkie 1978	Bacteria	No	No	W. Germany		2	NCPPB Primary Storage	Helianthus annuus		ex D. Massfeller PHl	DSM 60129			1974	1967		No					No				https://ncppb.fera.co.uk/furtherinfo/2635	
NCPPB 2637					2637	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	W. Germany		2	NCPPB Primary Storage	Cornus mas.		L.E. Webb DSM 60483				1974	1974		Yes		LOPAT Gp Ib. REP-PCR unique, close to P.s theae.Genomospecies 3?			No				https://ncppb.fera.co.uk/furtherinfo/2637	
NCPPB 2638					2638	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	W. Germany		2	NCPPB Primary Storage	Cornus mas.		L.E. Webb DSM 60484				1974	1974		Yes		LOPAT Gp Ib.REP-PCR unique			No				https://ncppb.fera.co.uk/furtherinfo/2638	
NCPPB 2639					2639	Pseudomonas syringae pv. helianthi					Pseudomonas syringae pv. helianthi (Kawamura 1934) Young, Dye & Wilkie 1978	Pseudomonas helianthi		(Kawamura 1934) Young, Dye & Wilkie 1978	Bacteria	No	No	Canada		2	NCPPB Primary Storage	Helianthus annuus		ex L.J. Piening 'Canadian isolate'	D.W. Dye		NA3	1974	1972		Yes			ICMP 3263		No				https://ncppb.fera.co.uk/furtherinfo/2639	
NCPPB 2640					2640	Pseudomonas syringae pv. helianthi					Pseudomonas syringae pv. helianthi (Kawamura 1934) Young, Dye & Wilkie 1978	Pseudomonas helianthi		(Kawamura 1934) Young, Dye & Wilkie 1978	Bacteria	No	Yes	Mexico		2	NCPPB Primary Storage	Helianthus annuus		ex L.J. Piening 'Mexican isolate'	D.W. Dye		NA7	1974	1972		Yes			ICMP 4531, CFBP 2067, LMG 5067		No				https://ncppb.fera.co.uk/furtherinfo/2640	
NCPPB 2644					2644	Pseudomonas marginalis					Pseudomonas marginalis pv. alfalfae (Shinde and Lukezic 1974) Young, Dye & Wilkie 1978	Pseudomonas marginalis pv. alfalfae	Pseudomonas marginalis (Brown 1918) Stevens 1925	(Shinde and Lukezic 1974) Young, Dye & Wilkie 1978	Bacteria	No	Yes	USA		2	NCPPB Primary Storage	Medicago sativa		F.L. Lukezic & P.A. Shinde P1				1974	1971		Yes		Whole genome sequencing suggests there are no differences between this strain and P. marginalis pv. marginalis (NCPPB July 2023)	ICMP 5708, CFBP 2039, LMG 2214		No				https://ncppb.fera.co.uk/furtherinfo/2644	
NCPPB 2645					2645	Pseudomonas marginalis pv. alfalfae					Pseudomonas marginalis pv. alfalfae (Shinde and Lukezic 1974) Young, Dye & Wilkie 1978	Pseudomonas marginalis pv. alfalfae	Pseudomonas marginalis (Brown 1918) Stevens 1925	(Shinde and Lukezic 1974) Young, Dye & Wilkie 1978	Bacteria	No	No	USA		2	NCPPB Primary Storage	Medicago sativa		F.L. Lukezic & P.A. Shinde P5				1974	1971		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2645	
NCPPB 2646					2646	Pseudomonas marginalis pv. alfalfae					Pseudomonas marginalis pv. alfalfae (Shinde and Lukezic 1974) Young, Dye & Wilkie 1978	Pseudomonas marginalis pv. alfalfae	Pseudomonas marginalis (Brown 1918) Stevens 1925	(Shinde and Lukezic 1974) Young, Dye & Wilkie 1978	Bacteria	No	No	USA		2	NCPPB Primary Storage	Medicago sativa		F.L. Lukezic & P.A. Shinde P6				1974	1971		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2646	
NCPPB 2650					2650	Pseudomonas aeruginosa					Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900		(Schroeter 1872) Migula 1900	Bacteria	No	No	USA		2	NCPPB Primary Storage	Chrysanthemum sp.		ex J. Cho P4bl	M.N. Schroth		PA-28	1974	1973		Yes		Pyocin type F6. Rots vegetable slices (M.N. Schroth pers. comm.).			No				https://ncppb.fera.co.uk/furtherinfo/2650	
NCPPB 2651					2651	Pseudomonas aeruginosa					Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900		(Schroeter 1872) Migula 1900	Bacteria	No	No	USA		2	NCPPB Primary Storage	Chrysanthemum sp.		ex J. Cho P179;	M.N. Schroth		PA-50	1974	1973		Yes		Rots vegetable slices (M.N. Schroth pers. comm.).			No				https://ncppb.fera.co.uk/furtherinfo/2651	
NCPPB 2652					2652	Pseudomonas aeruginosa					Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900		(Schroeter 1872) Migula 1900	Bacteria	No	No	USA		2	NCPPB Primary Storage	Zea mays			M.N. Schroth		PA-62	1974	1974		Yes		Pyocin type D2. Rots vegetable slices (M.N. Schroth pers. comm.).			No				https://ncppb.fera.co.uk/furtherinfo/2652	
NCPPB 2653					2653	Pseudomonas aeruginosa					Pseudomonas aeruginosa (Schroeter 1872) Migula 1900	Pseudomonas aeruginosa (Schroeter 1872) Migula 1900		(Schroeter 1872) Migula 1900	Bacteria	No	No	USA		2	NCPPB Primary Storage	Zea mays			M.N. Schroth		PA-65	1974	1974		Yes		Pyocin type D2. Rots vegetable slices (M.N. Schroth pers. comm.).			No				https://ncppb.fera.co.uk/furtherinfo/2653	
NCPPB 2664					2664	Pseudomonas syringae pv. aptata					Pseudomonas syringae pv. aptata (Brown & Jamieson 1913) Young, Dye & Wilkie 1978	P. syringae		(Brown & Jamieson 1913) Young, Dye & Wilkie 1978	Bacteria	No	No	Italy		2	NCPPB Primary Storage	Beta vulgaris (sugar beet)		U. Mazzucchi IPV-BO 185				1974	1974		Yes					No				https://ncppb.fera.co.uk/furtherinfo/2664	
NCPPB 2666					2666	Pseudomonas syringae pv. delphinii					Pseudomonas syringae pv. delphinii (Smith 1904) Young, Dye & Wilkie 1978	Pseudomonas delphinii		(Smith 1904) Young, Dye & Wilkie 1978	Bacteria	No	No	UK		2	NCPPB Primary Storage	Delphinium sp.		N. Biggs 17/7				1974	1974		Yes		LOPAT Group Ib	DSM 60 568		No				https://ncppb.fera.co.uk/furtherinfo/2666	
NCPPB 2670					2670	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas sp.		van Hall 1902	Bacteria	No	No	Canada		2	NCPPB Primary Storage	Brassica napus		A.W. Henry OS-73-0 Bll sc				1975	1973		No	Henry, A.W. 1974. Can. Plant Dis. Surv. 54: 91				No				https://ncppb.fera.co.uk/furtherinfo/2670	
NCPPB 2671					2671	Pseudomonas viridiflava					Pseudomonas viridiflava (Burkholder 1930) Dowson 1939	Pseudomonas viridiflava		(Burkholder 1930) Dowson 1939	Bacteria	No	No	UK		2	NCPPB Primary Storage	Nasturtium officinale		ex G.M. Wyatt	B. Lund		BL/WC/l	1975	1975		No		LOPAT Group II. REP-PCR cluster 86			No				https://ncppb.fera.co.uk/furtherinfo/2671	
NCPPB 2672					2672	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Phaseolus vulgaris		G.L. Ercolani RA3				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330	Isolated from rain splashes from Phaseolus vulgaris.			No				https://ncppb.fera.co.uk/furtherinfo/2672	
NCPPB 2673					2673	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Phaseolus vulgaris		G.L. Ercolani RA4				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330	Isolated from rain splashes from Phaseolus vulgaris.	ICMP 4915		No				https://ncppb.fera.co.uk/furtherinfo/2673	
NCPPB 2674					2674	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Phaseolus vulgaris		G.L. Ercolani RBl.l				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330	Isolated from rain splashes from Phaseolus vulgaris.			No				https://ncppb.fera.co.uk/furtherinfo/2674	
NCPPB 2675					2675	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Phaseolus vulgaris		G.L. Ercolani RBl.2				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330	Isolated from rain splashes from Phaseolus vulgaris.			No				https://ncppb.fera.co.uk/furtherinfo/2675	
NCPPB 2676					2676	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Vicia villosa (leaf surface		G.L. Ercolani HVA6				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330				No				https://ncppb.fera.co.uk/furtherinfo/2676	
NCPPB 2677					2677	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Vicia villosa (leaf surface).		G.L. Ercolani HVB7				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330		ICMP 5088		No				https://ncppb.fera.co.uk/furtherinfo/2677	
NCPPB 2678					2678	Pseudomonas syringae					Pseudomonas syringae van Hall 1902	Pseudomonas syringae van Hall 1902		van Hall 1902	Bacteria	No	No	USA		2	NCPPB Primary Storage	Vicia villosa (leaf surface)		G.L. Ercolani HVC4				1975			No	Ercolani, G.L., Hegedorn, D.J., Kelman,A., Rand. R.E. 1974. Phytopathol. 64: 1330		ICMP 5080		No				https://ncppb.fera.co.uk/furtherinfo/2678	
NCPPB 2679					2679	Pseudomonas syringae pv. syringae					Pseudomonas syringae pv. syringae van Hall 1902	Pseudomonas syringae		van Hall 1902	Bacteria	No	No	Unknown		2	NCPPB Primary Storage	Syringa vulgaris (lilac)		C. M. E. Garrett (Reference number S26)	C.M.E. Garrett		S26	1975	1959		Yes		REP-PCR exclusive lilac /forsythia group.Genomospecies 1?	ICMP 4894		No				https://ncppb.fera.co.uk/furtherinfo/2679	
NCPPB 2680					2680	Pseudomonas syringae pv. coronafaciens					Pseudomonas syringae pv. coronafaciens (Elliott 1920) Young, Dye & Wilkie 1978	Pseudomonas. coronafaciens		(Elliott 1920) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand				Avena sativa		ex J.P. Wilkie A611	D.W. Dye		PF6	1975	1969		No			NZRCC 10035						https://ncppb.fera.co.uk/furtherinfo/2680	
NCPPB 2681					2681	Pseudomonas syringae pv. coronafaciens					Pseudomonas syringae pv. coronafaciens (Elliott 1920) Young, Dye & Wilkie 1978	Pseudomonas. coronafaciens		(Elliott 1920) Young, Dye & Wilkie 1978	Bacteria	No	No	New Zealand		2	NCPPB Primary Storage	Avena sativa		ex J.P. Wilkie C611	D.W. Dye		PF7	1975	1969		No			NZRCC 10059		No				https://ncppb.fera.co.uk/furtherinfo/2681	
